model,hardware,tp,batch_size,prompt_plus_token_size,token_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,Decoding_66corex8,8,12,64,0.032009,0.00045727,0.00035445,4.1861e-05,6.3205e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,48,0.031937,0.00045625,0.00035445,4.0847e-05,6.3144e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,40,0.031902,0.00045574,0.00035445,4.0341e-05,6.3114e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,65,0.032011,0.0004573,0.00035445,4.1896e-05,6.3215e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,132,0.032301,0.00046144,0.00035445,4.6001e-05,6.3538e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,160,0.032423,0.00046319,0.00035445,4.7742e-05,6.3649e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,136,0.03232,0.00046171,0.00035445,4.6267e-05,6.3558e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,144,0.032355,0.00046222,0.00035445,4.6775e-05,6.3589e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,258,0.032823,0.0004689,0.00035445,5.3409e-05,6.4104e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,257,0.032829,0.00046899,0.00035445,5.3493e-05,6.4104e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,192,0.032563,0.00046519,0.00035445,4.9725e-05,6.3781e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,256,0.032829,0.00046899,0.00035445,5.3495e-05,6.4104e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,264,0.032822,0.00046888,0.00035445,5.3382e-05,6.4134e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,272,0.032823,0.0004689,0.00035445,5.3398e-05,6.4164e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,260,0.032824,0.00046891,0.00035445,5.3413e-05,6.4114e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,288,0.032816,0.0004688,0.00035445,5.3289e-05,6.4225e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,513,0.03376,0.00048229,0.00035445,6.6677e-05,6.5255e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,514,0.033761,0.00048229,0.00035445,6.6683e-05,6.5255e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,448,0.03328,0.00047543,0.00035445,5.9855e-05,6.4932e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,512,0.03376,0.00048228,0.00035445,6.667e-05,6.5245e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,388,0.033282,0.00047546,0.00035445,5.9905e-05,6.469e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,416,0.033282,0.00047545,0.00035445,5.9888e-05,6.4801e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,392,0.033286,0.00047552,0.00035445,5.9964e-05,6.47e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,400,0.033281,0.00047545,0.00035445,5.989e-05,6.474e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,386,0.033294,0.00047563,0.00035445,6.0076e-05,6.468e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,385,0.033294,0.00047562,0.00035445,6.0069e-05,6.468e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,384,0.033293,0.00047561,0.00035445,6.0062e-05,6.4669e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,320,0.033302,0.00047574,0.00035445,6.0216e-05,6.4356e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,576,0.03375,0.00048214,0.00035445,6.6505e-05,6.5508e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,640,0.034224,0.00048891,0.00035445,7.3238e-05,6.5882e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,769,0.034702,0.00049574,0.00035445,7.9989e-05,6.6639e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,768,0.034701,0.00049573,0.00035445,7.9983e-05,6.6639e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,544,0.033745,0.00048207,0.00035445,6.6448e-05,6.5377e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,528,0.033752,0.00048217,0.00035445,6.6551e-05,6.5306e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,520,0.033745,0.00048208,0.00035445,6.6464e-05,6.5275e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,516,0.033762,0.00048231,0.00035445,6.6697e-05,6.5265e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,784,0.034673,0.00049534,0.00035445,7.958e-05,6.67e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,772,0.034703,0.00049576,0.00035445,8.001e-05,6.6649e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,776,0.034662,0.00049518,0.00035445,7.9424e-05,6.6669e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,770,0.034702,0.00049575,0.00035445,7.9996e-05,6.6649e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1024,0.035181,0.00050258,0.00035445,8.6679e-05,6.8144e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,832,0.034667,0.00049525,0.00035445,7.9463e-05,6.7013e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,896,0.03467,0.00049529,0.00035445,7.9466e-05,6.7397e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,800,0.034682,0.00049545,0.00035445,7.9685e-05,6.6821e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1028,0.035182,0.00050261,0.00035445,8.6703e-05,6.8164e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1032,0.035188,0.00050268,0.00035445,8.6776e-05,6.8185e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1026,0.035181,0.00050259,0.00035445,8.669e-05,6.8154e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1025,0.035181,0.00050258,0.00035445,8.6683e-05,6.8154e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1088,0.035632,0.00050903,0.00035445,9.3096e-05,6.8528e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1152,0.035611,0.00050873,0.00035445,9.2752e-05,6.8902e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1040,0.035127,0.00050181,0.00035445,8.5906e-05,6.8215e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1056,0.035136,0.00050194,0.00035445,8.6018e-05,6.8336e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1536,0.037114,0.0005302,0.00035445,0.00011394,7.1775e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1537,0.037115,0.00053021,0.00035445,0.00011394,7.1775e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1280,0.036077,0.00051539,0.00035445,9.9339e-05,6.9659e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1408,0.036543,0.00052205,0.00035445,0.00010587,7.0856e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1538,0.037115,0.00053021,0.00035445,0.00011395,7.1775e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1552,0.036971,0.00052816,0.00035445,0.00011189,7.1882e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1544,0.037121,0.0005303,0.00035445,0.00011404,7.1816e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1540,0.037116,0.00053023,0.00035445,0.00011396,7.1786e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1792,0.037456,0.00053509,0.00035445,0.00011864,7.3614e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1664,0.037059,0.00052942,0.00035445,0.00011307,7.2685e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1600,0.037007,0.00052867,0.00035445,0.00011237,7.22e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1568,0.036989,0.00052841,0.00035445,0.00011212,7.1978e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,1920,0.038013,0.00054304,0.00035445,0.0001265,7.4543e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2050,0.038607,0.00055153,0.00035445,0.0001349,7.5483e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2048,0.038607,0.00055152,0.00035445,0.00013489,7.5462e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2049,0.038607,0.00055152,0.00035445,0.00013489,7.5472e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2052,0.038608,0.00055154,0.00035445,0.00013491,7.5483e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2080,0.038373,0.00054818,0.00035445,0.00013153,7.5674e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2056,0.038613,0.00055162,0.00035445,0.00013498,7.5513e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2064,0.038625,0.00055178,0.00035445,0.00013514,7.5568e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2432,0.0396,0.00056571,0.00035445,0.0001488,7.8275e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2176,0.038909,0.00055584,0.00035445,0.00013912,7.6392e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2304,0.039488,0.00056412,0.00035445,0.0001473,7.7311e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2112,0.038409,0.0005487,0.00035445,0.00013202,7.5897e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3073,0.04216,0.00060228,0.00035445,0.00018493,8.2624e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2560,0.039836,0.00056909,0.00035445,0.00015208,7.9265e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3072,0.042159,0.00060227,0.00035445,0.00018492,8.2614e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,2816,0.040956,0.00058509,0.00035445,0.00016789,8.1109e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3088,0.042179,0.00060256,0.00035445,0.0001852,8.2685e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3076,0.042162,0.00060231,0.00035445,0.00018496,8.2634e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3080,0.042167,0.00060239,0.00035445,0.00018504,8.2644e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3074,0.042161,0.0006023,0.00035445,0.00018495,8.2624e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3136,0.041636,0.00059481,0.00035445,0.00017742,8.2998e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3104,0.0416,0.00059429,0.00035445,0.00017692,8.2806e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3200,0.042168,0.00060239,0.00035445,0.00018497,8.3371e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3328,0.04223,0.00060329,0.00035445,0.00018579,8.4129e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4104,0.045348,0.00064782,0.00035445,0.00022987,8.8695e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4097,0.04534,0.00064771,0.00035445,0.00022976,8.8664e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4100,0.045341,0.00064773,0.00035445,0.00022978,8.8674e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4098,0.04534,0.00064771,0.00035445,0.00022976,8.8664e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4096,0.04534,0.00064771,0.00035445,0.00022976,8.8664e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3584,0.04337,0.00061958,0.00035445,0.00020193,8.5634e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3456,0.042843,0.00061205,0.00035445,0.00019447,8.4887e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,3840,0.044529,0.00063612,0.00035445,0.00021832,8.7149e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4112,0.045588,0.00065125,0.00035445,0.00023329,8.8725e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4160,0.044855,0.00064079,0.00035445,0.0002228,8.9038e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4224,0.044925,0.00064179,0.00035445,0.00022376,8.9412e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4128,0.045872,0.00065531,0.00035445,0.00023734,8.8846e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4608,0.046604,0.00066577,0.00035445,0.00024748,9.2018e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4480,0.046143,0.00065918,0.00035445,0.00024098,9.1139e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4352,0.045529,0.00065041,0.00035445,0.0002323,9.026e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,4864,0.047381,0.00067687,0.00035445,0.00025841,9.375e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,5632,0.050588,0.00072268,0.00035445,0.0003037,9.8967e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,12,5120,0.048465,0.00069236,0.00035445,0.00027373,9.5493e-06,1.4455e-05,6.2194e-06,3.3349e-05,6.1581e-07
Bloom-176B,Decoding_66corex8,8,16,2,0.03181,0.00045443,0.00035491,3.7194e-05,6.2275e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,3,0.031818,0.00045454,0.00035491,3.7305e-05,6.2286e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,8,0.031858,0.00045512,0.00035491,3.7879e-05,6.2306e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,6,0.03184,0.00045486,0.00035491,3.7626e-05,6.2296e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,4,0.031826,0.00045465,0.00035491,3.7416e-05,6.2286e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,5,0.031834,0.00045478,0.00035491,3.7541e-05,6.2296e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,12,0.031892,0.0004556,0.00035491,3.8358e-05,6.2326e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,9,0.031866,0.00045523,0.00035491,3.7992e-05,6.2316e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,16,0.031927,0.0004561,0.00035491,3.8861e-05,6.2346e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,10,0.031875,0.00045536,0.00035491,3.8119e-05,6.2316e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,20,0.03196,0.00045657,0.00035491,3.9331e-05,6.2377e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,17,0.031936,0.00045623,0.00035491,3.8993e-05,6.2356e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,24,0.031997,0.0004571,0.00035491,3.9855e-05,6.2397e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,18,0.031944,0.00045635,0.00035491,3.9107e-05,6.2366e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,36,0.032089,0.00045842,0.00035491,4.1164e-05,6.2478e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,32,0.032068,0.00045812,0.00035491,4.0868e-05,6.2457e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,33,0.032074,0.00045819,0.00035491,4.0943e-05,6.2457e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,34,0.032079,0.00045827,0.00035491,4.1015e-05,6.2467e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,40,0.032112,0.00045875,0.00035491,4.1494e-05,6.2498e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,64,0.032257,0.00046081,0.00035491,4.3542e-05,6.2649e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,65,0.03226,0.00046086,0.00035491,4.3591e-05,6.2649e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,48,0.03216,0.00045944,0.00035491,4.2175e-05,6.2538e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,66,0.032266,0.00046094,0.00035491,4.3666e-05,6.2659e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,68,0.032276,0.00046109,0.00035491,4.3813e-05,6.2669e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,80,0.032347,0.0004621,0.00035491,4.4825e-05,6.273e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,72,0.032299,0.00046142,0.00035491,4.4142e-05,6.269e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,130,0.032637,0.00046625,0.00035491,4.8931e-05,6.3084e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,129,0.032632,0.00046617,0.00035491,4.8858e-05,6.3073e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,96,0.03244,0.00046342,0.00035491,4.6134e-05,6.2841e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,128,0.032627,0.0004661,0.00035491,4.8783e-05,6.3073e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,264,0.033452,0.00047788,0.00035491,6.0463e-05,6.4144e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,260,0.033455,0.00047793,0.00035491,6.0509e-05,6.4104e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,288,0.033443,0.00047776,0.00035491,6.032e-05,6.4326e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,272,0.033454,0.00047791,0.00035491,6.0486e-05,6.4205e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,192,0.032988,0.00047125,0.00035491,5.3888e-05,6.3579e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,257,0.033463,0.00047804,0.00035491,6.0628e-05,6.4084e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,258,0.033454,0.00047792,0.00035491,6.0502e-05,6.4094e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,256,0.033463,0.00047805,0.00035491,6.0631e-05,6.4084e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,160,0.033005,0.0004715,0.00035491,5.4162e-05,6.3326e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,144,0.032719,0.00046742,0.00035491,5.0093e-05,6.3195e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,136,0.032671,0.00046673,0.00035491,4.9407e-05,6.3134e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,132,0.032646,0.00046637,0.00035491,4.9053e-05,6.3094e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,320,0.03344,0.00047771,0.00035491,6.0247e-05,6.4579e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,386,0.033919,0.00048455,0.00035491,6.7035e-05,6.5094e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,384,0.033917,0.00048453,0.00035491,6.7017e-05,6.5084e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,385,0.033918,0.00048454,0.00035491,6.7026e-05,6.5094e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,388,0.033903,0.00048432,0.00035491,6.6806e-05,6.5104e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,400,0.033902,0.00048431,0.00035491,6.6787e-05,6.5215e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,416,0.033903,0.00048432,0.00035491,6.6783e-05,6.5336e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,392,0.033908,0.00048441,0.00035491,6.6886e-05,6.5144e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
Bloom-176B,Decoding_66corex8,8,16,448,0.033901,0.0004843,0.00035491,6.674e-05,6.5589e-06,1.4728e-05,6.3143e-06,3.4232e-05,8.2108e-07
