model,hardware,tp,batch_size,prompt_size,prompt_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,1024,14.817,0.21168,0.11937,0.0079487,0.01111,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,128,1536,23.134,0.33048,0.17871,0.016922,0.024992,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,2,0.13349,0.001907,0.0011601,0.0001107,6.6896e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,4,0.24036,0.0034337,0.0021063,0.00012245,7.7224e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,8,0.47302,0.0067574,0.0042619,0.00014889,1.0997e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,16,0.90378,0.012911,0.0080581,0.00020422,2.2146e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,32,1.7575,0.025108,0.015515,0.00033837,5.4863e-05,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,64,3.4652,0.049503,0.030351,0.00061697,0.00018074,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,128,6.9104,0.09872,0.060023,0.0013455,0.00070162,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,256,13.904,0.19863,0.11937,0.003233,0.0027817,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,1,0.081875,0.0011696,0.0007745,4.3216e-05,6.2995e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,384,10.57,0.15099,0.089695,0.0032185,0.0031293,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,512,14.208,0.20297,0.11937,0.0047939,0.005558,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,256,768,21.762,0.31089,0.17871,0.0098191,0.012499,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,8,0.90745,0.012964,0.0080581,0.00026248,1.6296e-05,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,16,1.7588,0.025126,0.015515,0.00037314,3.818e-05,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,32,3.4611,0.049444,0.030351,0.00064145,9.746e-05,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,64,6.8757,0.098224,0.060023,0.0011986,0.00035256,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,1,0.12924,0.0018464,0.0011601,5.013e-05,6.6055e-06,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,2,0.24479,0.003497,0.0021063,0.0001861,7.3869e-06,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,4,0.47716,0.0068166,0.0042619,0.0002096,9.4765e-06,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,512,384,21.086,0.30122,0.17871,0.0064018,0.0062521,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,1024,128,13.767,0.19667,0.11937,0.0026557,0.0013937,0.022222,0.0055578,0.028954,0.016516
