model,hardware,tp,batch_size,prompt_size,prompt_time,layer_time,Matmul,BatchedMatmul,Softmax,LayerNorm,GeLU,AllReduce,Others
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,5120,1.6218,0.023168,0.0099493,0.0031097,0.0043433,0.0017464,0.00043902,0.0022904,0.0012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,6144,2.0588,0.029411,0.011821,0.0044277,0.0062521,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,7168,2.5348,0.036211,0.013657,0.0059809,0.008511,0.0024453,0.00061615,0.0031942,0.0018064
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,8192,3.0451,0.043501,0.015515,0.0076762,0.01111,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,10240,4.2084,0.06012,0.019224,0.012043,0.017362,0.0034869,0.00087285,0.00455,0.0025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,12288,5.5273,0.078961,0.022933,0.017264,0.024992,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,4,0.046719,0.00066741,0.00056855,3.5884e-05,6.0383e-06,1.5837e-05,6.2376e-06,3.3349e-05,1.5121e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,8,0.047549,0.00067927,0.00057347,3.6061e-05,6.0831e-06,1.7852e-05,6.7785e-06,3.5997e-05,3.0241e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,16,0.049265,0.00070378,0.0005829,3.6431e-05,6.0798e-06,2.3114e-05,7.9217e-06,4.1293e-05,6.0482e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,32,0.052696,0.0007528,0.00060175,3.733e-05,6.2929e-06,3.2966e-05,1.0479e-05,5.1885e-05,1.2096e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,1,0.046158,0.00065939,0.00056515,3.6343e-05,6.0022e-06,1.4325e-05,5.8343e-06,3.1363e-05,3.7801e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,2,0.046316,0.00066166,0.00056628,3.5805e-05,6.0022e-06,1.4829e-05,5.9665e-06,3.2025e-05,7.5603e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,14336,7.0101,0.10014,0.026642,0.023423,0.034015,0.0048698,0.0012231,0.0063577,0.0036128
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,2,16384,8.6557,0.12365,0.030351,0.030523,0.044425,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,2048,0.80392,0.011485,0.006162,0.00079751,0.0010466,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,3072,1.2813,0.018304,0.0090096,0.0017512,0.0023479,0.0015738,0.00039565,0.0020644,0.0011613
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,4096,1.8102,0.02586,0.011821,0.0029562,0.0041726,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,5120,2.4067,0.034382,0.014591,0.0046468,0.0065141,0.0026154,0.00065875,0.0034202,0.0019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,64,0.059403,0.00084861,0.00063739,3.9195e-05,7.1082e-06,5.2246e-05,1.5407e-05,7.3069e-05,2.4193e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,128,0.072952,0.0010422,0.00072222,4.4074e-05,1.0919e-05,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,256,0.10636,0.0015195,0.00095355,5.6713e-05,2.5066e-05,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,384,0.15348,0.0021926,0.0013815,7.7933e-05,4.2102e-05,0.00020644,5.4522e-05,0.00028491,0.00014516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,512,0.19213,0.0027447,0.001659,9.9031e-05,7.3288e-05,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,1024,0.39339,0.0056198,0.0033419,0.00024727,0.00026583,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,768,0.31099,0.0044427,0.0027877,0.00016633,0.00015186,0.00040457,0.00010285,0.00053912,0.00029032
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,1536,0.59077,0.0084395,0.0047397,0.00048762,0.00059107,0.00079205,0.00020093,0.0010475,0.00058063
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,2,0.046454,0.00066362,0.00056703,3.5889e-05,6.0033e-06,1.5164e-05,6.0572e-06,3.2466e-05,1.008e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,4,0.046988,0.00067126,0.00057007,3.5981e-05,6.0394e-06,1.6508e-05,6.4168e-06,3.4232e-05,2.0161e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,16,0.050336,0.00071909,0.00058892,3.662e-05,6.1006e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,8,0.048086,0.00068694,0.00057654,3.6187e-05,6.0885e-06,1.9197e-05,7.1381e-06,3.7762e-05,4.0322e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,6144,3.0597,0.04371,0.01737,0.0066239,0.0093753,0.0031345,0.00078654,0.0040981,0.0023225
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,7168,3.7752,0.053932,0.020161,0.0089537,0.012759,0.003657,0.00091622,0.004776,0.0027096
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,8192,4.5405,0.064865,0.022933,0.011497,0.016663,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,10240,6.2847,0.089782,0.028496,0.018047,0.026033,0.0052167,0.0013083,0.0068097,0.0038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,1,0.046234,0.00066049,0.00056567,3.6355e-05,6.0022e-06,1.4493e-05,5.8769e-06,3.1584e-05,5.0402e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,12288,8.264,0.11806,0.03406,0.025878,0.037485,0.0062579,0.0015669,0.0081655,0.004645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,14336,10.488,0.14983,0.039623,0.035117,0.05102,0.007299,0.00183,0.0095213,0.0054192
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,3,16384,12.956,0.18509,0.045187,0.045767,0.066635,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,32,0.054856,0.00078366,0.00061383,3.7668e-05,6.3771e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,64,0.06369,0.00090986,0.00066063,3.9844e-05,7.47e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,128,0.082459,0.001178,0.0007745,4.5536e-05,1.2332e-05,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,256,0.13165,0.0018807,0.0011601,6.0282e-05,3.0808e-05,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,1536,0.76933,0.01099,0.006162,0.000563,0.00078693,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,2048,1.0502,0.015003,0.0080581,0.00092455,0.0013937,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,3072,1.6728,0.023898,0.011821,0.0020372,0.0031291,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,4096,2.3601,0.033716,0.015515,0.003443,0.005558,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,512,0.24554,0.0035078,0.0021063,0.00010965,9.4586e-05,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,384,0.18986,0.0027123,0.001659,8.5038e-05,5.4872e-05,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,768,0.38472,0.005496,0.0033419,0.00018817,0.00020111,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,1024,0.50629,0.0072327,0.0042619,0.0002826,0.00035256,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,5120,3.1368,0.044811,0.019224,0.0054154,0.008681,0.0034869,0.00087285,0.00455,0.0025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,6144,3.9848,0.056926,0.022933,0.007722,0.012499,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,7168,4.911,0.070157,0.026642,0.01044,0.017012,0.0048698,0.0012231,0.0063577,0.0036128
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,8192,5.9029,0.084327,0.030351,0.013407,0.022215,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,10240,8.1518,0.11645,0.037769,0.021049,0.034713,0.0069521,0.0017403,0.0090693,0.0051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,12288,10.699,0.15285,0.045187,0.030185,0.049979,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,14336,13.558,0.19368,0.052605,0.040964,0.068026,0.0097367,0.0024369,0.012685,0.0072256
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,4,16384,16.723,0.23891,0.060023,0.053388,0.088845,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,1,0.046356,0.00066223,0.00056628,3.6376e-05,6.0022e-06,1.4829e-05,5.9665e-06,3.2025e-05,7.5603e-07
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,2,0.046742,0.00066775,0.00056855,3.6226e-05,6.0361e-06,1.5837e-05,6.2376e-06,3.3349e-05,1.5121e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,4,0.04757,0.00067957,0.00057347,3.637e-05,6.0754e-06,1.7852e-05,6.7785e-06,3.5997e-05,3.0241e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,8,0.049281,0.00070401,0.0005829,3.6695e-05,6.0481e-06,2.3114e-05,7.9217e-06,4.1293e-05,6.0482e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,256,0.18795,0.002685,0.001659,7.4557e-05,3.807e-05,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,512,0.37772,0.0053961,0.0033419,0.00015214,0.00013718,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,384,0.30217,0.0043167,0.0027877,0.00011346,7.8748e-05,0.00040457,0.00010285,0.00053912,0.00029032
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,768,0.55542,0.0079346,0.0047397,0.00027553,0.00029826,0.00079205,0.00020093,0.0010475,0.00058063
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,16,0.05269,0.00075272,0.00060175,3.7374e-05,6.1672e-06,3.2966e-05,1.0479e-05,5.1885e-05,1.2096e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,32,0.059354,0.00084792,0.00063739,3.9021e-05,6.5935e-06,5.2246e-05,1.5407e-05,7.3069e-05,2.4193e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,64,0.072654,0.0010379,0.00072222,4.2441e-05,8.2874e-06,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,128,0.10533,0.0015048,0.00095355,5.1385e-05,1.568e-05,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,1024,0.74133,0.01059,0.006162,0.00042391,0.00052602,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,1536,1.1372,0.016246,0.0090096,0.00086455,0.0011767,0.0015738,0.00039565,0.0020644,0.0011613
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,2048,1.5576,0.022252,0.011821,0.0014327,0.0020877,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,3072,2.4908,0.035583,0.01737,0.0031811,0.0046904,0.0031345,0.00078654,0.0040981,0.0023225
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,4096,3.5302,0.050431,0.022933,0.0053902,0.0083358,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,5120,4.7047,0.06721,0.028496,0.0084898,0.013019,0.0052167,0.0013083,0.0068097,0.0038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,6144,5.9888,0.085555,0.03406,0.012114,0.018745,0.0062579,0.0015669,0.0081655,0.004645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,7168,7.3914,0.10559,0.039623,0.016386,0.025513,0.007299,0.00183,0.0095213,0.0054192
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,1,0.046489,0.00066413,0.00056703,3.64e-05,6.0022e-06,1.5164e-05,6.0572e-06,3.2466e-05,1.008e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,4,0.048118,0.00068741,0.00057654,3.6662e-05,6.0776e-06,1.9197e-05,7.1381e-06,3.7762e-05,4.0322e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,2,0.047023,0.00067176,0.00057007,3.6478e-05,6.0372e-06,1.6508e-05,6.4168e-06,3.4232e-05,2.0161e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,16384,25.325,0.36179,0.089695,0.083876,0.13327,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,8192,8.8937,0.12705,0.045187,0.021048,0.03332,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,10240,12.306,0.1758,0.056314,0.033057,0.052064,0.010422,0.002608,0.013589,0.0077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,12288,16.173,0.23104,0.067441,0.047414,0.074964,0.012505,0.003129,0.0163,0.0092901
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,6,14336,20.513,0.29305,0.078568,0.064352,0.10204,0.014587,0.0036507,0.019012,0.010838
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,8,0.050365,0.0007195,0.00058892,3.7075e-05,6.059e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,16,0.054864,0.00078377,0.00061383,3.7939e-05,6.2088e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,32,0.063655,0.00090936,0.00066063,4.0036e-05,6.7847e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,64,0.082156,0.0011737,0.0007745,4.4389e-05,9.1486e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,128,0.13046,0.0018638,0.0011601,5.5772e-05,1.8369e-05,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,256,0.24086,0.0034409,0.0021063,8.5264e-05,5.2107e-05,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,384,0.37412,0.0053446,0.0033419,0.00013478,0.00010312,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,512,0.48729,0.0069613,0.0042619,0.00018401,0.00017978,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,768,0.72642,0.010377,0.006162,0.00034104,0.00039592,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,1024,0.97413,0.013916,0.0080581,0.00052989,0.0007015,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,1536,1.4972,0.021389,0.011821,0.0010907,0.0015672,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,2048,2.0517,0.02931,0.015515,0.0018138,0.0027817,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,3072,3.2897,0.046996,0.022933,0.0040391,0.0062521,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,4096,4.6666,0.066666,0.030351,0.0068506,0.01111,0.0055702,0.0013935,0.0072616,0.0041289
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,5120,6.2191,0.088844,0.037769,0.010796,0.017357,0.0069521,0.0017403,0.0090693,0.0051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,6144,7.916,0.11309,0.045187,0.015409,0.024992,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,1,0.04676,0.000668,0.00056855,3.6477e-05,6.035e-06,1.5837e-05,6.2376e-06,3.3349e-05,1.5121e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,2,0.047619,0.00068027,0.00057347,3.7067e-05,6.071e-06,1.7852e-05,6.7785e-06,3.5997e-05,3.0241e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,14336,27.06,0.38657,0.10453,0.081893,0.13604,0.019452,0.0048645,0.025339,0.014451
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,16384,33.393,0.47704,0.11937,0.10674,0.17769,0.022222,0.0055578,0.028954,0.016516
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,7168,9.7683,0.13955,0.052605,0.020845,0.034014,0.0097367,0.0024369,0.012685,0.0072256
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,8192,11.751,0.16788,0.060023,0.026779,0.044425,0.011119,0.0027815,0.014493,0.0082579
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,10240,16.25,0.23215,0.074859,0.042063,0.069415,0.013903,0.0034755,0.018108,0.010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,8,12288,21.345,0.30493,0.089695,0.060335,0.09995,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,512,0.71153,0.010165,0.006162,0.00025836,0.00026583,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,768,1.0703,0.01529,0.0090096,0.00049391,0.00059107,0.0015738,0.00039565,0.0020644,0.0011613
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,1024,1.4388,0.020555,0.011821,0.00077719,0.0010466,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,1536,2.2174,0.031678,0.01737,0.0016184,0.0023479,0.0031345,0.00078654,0.0040981,0.0023225
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,4,0.049325,0.00070465,0.0005829,3.7343e-05,6.0328e-06,2.3114e-05,7.9217e-06,4.1293e-05,6.0482e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,8,0.052727,0.00075324,0.00060175,3.7962e-05,6.1038e-06,3.2966e-05,1.0479e-05,5.1885e-05,1.2096e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,16,0.059353,0.00084791,0.00063739,3.9259e-05,6.341e-06,5.2246e-05,1.5407e-05,7.3069e-05,2.4193e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,32,0.072574,0.0010368,0.00072222,4.2403e-05,7.1935e-06,7.6342e-05,2.4793e-05,0.00011544,4.8386e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,64,0.10484,0.0014976,0.00095355,4.8933e-05,1.1002e-05,0.00014942,3.7797e-05,0.00020018,9.6772e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,128,0.18644,0.0026634,0.001659,6.6008e-05,2.5066e-05,0.00027699,7.3133e-05,0.00036965,0.00019354
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,256,0.37033,0.0052904,0.0033419,0.00011025,7.3406e-05,0.00053215,0.00013703,0.0007086,0.00038709
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,384,0.5388,0.0076972,0.0047397,0.00018451,0.00015186,0.00079205,0.00020093,0.0010475,0.00058063
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,2048,3.0507,0.043581,0.022933,0.002703,0.0041726,0.0041756,0.0010463,0.0054539,0.0030967
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,3072,4.9078,0.070111,0.03406,0.006041,0.0093753,0.0062579,0.0015669,0.0081655,0.004645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,4096,6.9724,0.099606,0.045187,0.010258,0.016663,0.0083401,0.0020874,0.010877,0.0061934
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,5120,9.3018,0.13288,0.056314,0.016176,0.026032,0.010422,0.002608,0.013589,0.0077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,1,0.047026,0.0006718,0.00057007,3.6522e-05,6.0361e-06,1.6508e-05,6.4168e-06,3.4232e-05,2.0161e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,12288,31.991,0.45701,0.1342,0.090485,0.14992,0.025,0.0062518,0.03257,0.01858
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,14336,40.563,0.57947,0.15646,0.12282,0.20407,0.029166,0.0072929,0.037993,0.021677
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,16384,50.063,0.71519,0.17871,0.16009,0.26653,0.033333,0.0083356,0.043416,0.024774
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,6144,11.847,0.16924,0.067441,0.023095,0.037485,0.012505,0.003129,0.0163,0.0092901
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,7168,14.625,0.20892,0.078568,0.03125,0.051018,0.014587,0.0036507,0.019012,0.010838
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,8192,17.6,0.25143,0.089695,0.04015,0.066635,0.016669,0.0041724,0.021723,0.012387
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,12,10240,24.347,0.34782,0.11195,0.063077,0.10412,0.020834,0.0052107,0.027147,0.015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,384,0.70532,0.010076,0.006162,0.00023425,0.00020128,0.0010522,0.00026555,0.0013865,0.00077417
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,512,0.9359,0.01337,0.0080581,0.00033271,0.00035256,0.0014037,0.00035229,0.0018384,0.0010322
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,768,1.4115,0.020165,0.011821,0.00064679,0.00078672,0.0020934,0.00052575,0.0027423,0.0015483
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,1024,1.8993,0.027133,0.015515,0.0010245,0.0013937,0.0027876,0.00070134,0.0036462,0.0020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,32,0.082075,0.0011725,0.0007745,4.4771e-05,7.6011e-06,0.00010689,3.0535e-05,0.00014368,6.4515e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,64,0.1299,0.0018557,0.0011601,5.3477e-05,1.2612e-05,0.00019194,5.1834e-05,0.00025667,0.00012903
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,128,0.23874,0.0034106,0.0021063,7.6244e-05,3.0808e-05,0.00036204,9.4432e-05,0.00048263,0.00025806
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,256,0.47792,0.0068275,0.0042619,0.00013523,9.4704e-05,0.00070532,0.00017963,0.00093456,0.00051612
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,2,0.048188,0.0006884,0.00057654,3.7656e-05,6.0721e-06,1.9197e-05,7.1381e-06,3.7762e-05,4.0322e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,4,0.05043,0.00072043,0.00058892,3.8023e-05,6.0383e-06,2.5802e-05,8.7556e-06,4.4824e-05,8.0643e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,8,0.054922,0.00078459,0.00061383,3.885e-05,6.1246e-06,3.8655e-05,1.2059e-05,5.8947e-05,1.6129e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,16,0.06367,0.00090957,0.00066063,4.0579e-05,6.4492e-06,6.4367e-05,1.8096e-05,8.7192e-05,3.2257e-05
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,24,1,0.047589,0.00067984,0.00057347,3.6647e-05,6.0689e-06,1.7852e-05,6.7785e-06,3.5997e-05,3.0241e-06
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,10240,32.446,0.46351,0.14904,0.08409,0.13882,0.027785,0.0069458,0.036185,0.020645
Bloom-176B,Prefill_1365GBs_160GB_160core_54MBx8,8,16,12288,42.637,0.6091,0.17871,0.12064,0.1999,0.033333,0.0083356,0.043416,0.024774
